exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-02,accountstats__receiver__out__amount__sum__w6h,수신 계좌의 과거 6h 출금 금액 합계,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount",현재 row의 receiver_account_id와 과거 row의 sender_account_id를 매칭하여 현재 거래 시점 이전 6h 동안 amount의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; history rows require timestamp < current timestamp; same-timestamp rows excluded,,사용,,ML
ml-02,accountstats__receiver__out__amount__sum__w1d,수신 계좌의 과거 1d 출금 금액 합계,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount",현재 row의 receiver_account_id와 과거 row의 sender_account_id를 매칭하여 현재 거래 시점 이전 1d 동안 amount의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; history rows require timestamp < current timestamp; same-timestamp rows excluded,,사용,,ML
ml-02,accountstats__receiver__out__amount__sum__w3d,수신 계좌의 과거 3d 출금 금액 합계,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount",현재 row의 receiver_account_id와 과거 row의 sender_account_id를 매칭하여 현재 거래 시점 이전 3d 동안 amount의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; history rows require timestamp < current timestamp; same-timestamp rows excluded,,사용,,ML
ml-02,accountstats__receiver__out__amount__sum__w7d,수신 계좌의 과거 7d 출금 금액 합계,True,"ml_01__r02_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount",현재 row의 receiver_account_id와 과거 row의 sender_account_id를 매칭하여 현재 거래 시점 이전 7d 동안 amount의 sum 집계; closed=left로 현재/동일시각 거래 제외,numeric,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: past-only; history rows require timestamp < current timestamp; same-timestamp rows excluded,,사용,,ML
ml-03,fanin__receiver__in__counterparty__nunique__w1h,수신 계좌의 과거 1h 입금 송신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 1h 동안 sender_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__tx_count__degree__w1h,수신 계좌의 과거 1h 입금 거래 건수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1h 동안 amount_received의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanin__receiver__in__counterparty_amount__effective_n__w1h,수신 계좌의 과거 1h 입금 금액 기준 유효 송신 계좌 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1h 동안 sender_account_id별 amount_received 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty_amount__top1_share__w1h,수신 계좌의 과거 1h 입금 금액 중 최대 송신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1h 동안 sender_account_id별 amount_received 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty__nunique__w6h,수신 계좌의 과거 6h 입금 송신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 6h 동안 sender_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__tx_count__degree__w6h,수신 계좌의 과거 6h 입금 거래 건수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 6h 동안 amount_received의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanin__receiver__in__counterparty_amount__effective_n__w6h,수신 계좌의 과거 6h 입금 금액 기준 유효 송신 계좌 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 6h 동안 sender_account_id별 amount_received 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty_amount__top1_share__w6h,수신 계좌의 과거 6h 입금 금액 중 최대 송신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 6h 동안 sender_account_id별 amount_received 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty__nunique__w1d,수신 계좌의 과거 1d 입금 송신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 1d 동안 sender_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__tx_count__degree__w1d,수신 계좌의 과거 1d 입금 거래 건수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1d 동안 amount_received의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanin__receiver__in__counterparty_amount__effective_n__w1d,수신 계좌의 과거 1d 입금 금액 기준 유효 송신 계좌 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1d 동안 sender_account_id별 amount_received 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty_amount__top1_share__w1d,수신 계좌의 과거 1d 입금 금액 중 최대 송신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 1d 동안 sender_account_id별 amount_received 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty__nunique__w3d,수신 계좌의 과거 3d 입금 송신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 3d 동안 sender_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__tx_count__degree__w3d,수신 계좌의 과거 3d 입금 거래 건수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 3d 동안 amount_received의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanin__receiver__in__counterparty_amount__effective_n__w3d,수신 계좌의 과거 3d 입금 금액 기준 유효 송신 계좌 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 3d 동안 sender_account_id별 amount_received 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty_amount__top1_share__w3d,수신 계좌의 과거 3d 입금 금액 중 최대 송신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 3d 동안 sender_account_id별 amount_received 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty__nunique__w7d,수신 계좌의 과거 7d 입금 송신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp",receiver_account_id별 현재 거래 시점 이전 7d 동안 sender_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__tx_count__degree__w7d,수신 계좌의 과거 7d 입금 거래 건수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 amount_received의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanin__receiver__in__counterparty_amount__effective_n__w7d,수신 계좌의 과거 7d 입금 금액 기준 유효 송신 계좌 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 sender_account_id별 amount_received 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanin__receiver__in__counterparty_amount__top1_share__w7d,수신 계좌의 과거 7d 입금 금액 중 최대 송신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_account_id, timestamp, amount_received",receiver_account_id별 현재 거래 시점 이전 7d 동안 sender_account_id별 amount_received 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty__nunique__w1h,송신 계좌의 과거 1h 출금 수신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 1h 동안 receiver_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__tx_count__degree__w1h,송신 계좌의 과거 1h 출금 거래 건수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1h 동안 amount의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanout__sender__out__counterparty_amount__effective_n__w1h,송신 계좌의 과거 1h 출금 금액 기준 유효 수신 계좌 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1h 동안 receiver_account_id별 amount 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty_amount__top1_share__w1h,송신 계좌의 과거 1h 출금 금액 중 최대 수신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1h 동안 receiver_account_id별 amount 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty__nunique__w6h,송신 계좌의 과거 6h 출금 수신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 6h 동안 receiver_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__tx_count__degree__w6h,송신 계좌의 과거 6h 출금 거래 건수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 6h 동안 amount의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanout__sender__out__counterparty_amount__effective_n__w6h,송신 계좌의 과거 6h 출금 금액 기준 유효 수신 계좌 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 6h 동안 receiver_account_id별 amount 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty_amount__top1_share__w6h,송신 계좌의 과거 6h 출금 금액 중 최대 수신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 6h 동안 receiver_account_id별 amount 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty__nunique__w1d,송신 계좌의 과거 1d 출금 수신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 1d 동안 receiver_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__tx_count__degree__w1d,송신 계좌의 과거 1d 출금 거래 건수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1d 동안 amount의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanout__sender__out__counterparty_amount__effective_n__w1d,송신 계좌의 과거 1d 출금 금액 기준 유효 수신 계좌 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1d 동안 receiver_account_id별 amount 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty_amount__top1_share__w1d,송신 계좌의 과거 1d 출금 금액 중 최대 수신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 1d 동안 receiver_account_id별 amount 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty__nunique__w3d,송신 계좌의 과거 3d 출금 수신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 3d 동안 receiver_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__tx_count__degree__w3d,송신 계좌의 과거 3d 출금 거래 건수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 3d 동안 amount의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanout__sender__out__counterparty_amount__effective_n__w3d,송신 계좌의 과거 3d 출금 금액 기준 유효 수신 계좌 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 3d 동안 receiver_account_id별 amount 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty_amount__top1_share__w3d,송신 계좌의 과거 3d 출금 금액 중 최대 수신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 3d 동안 receiver_account_id별 amount 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty__nunique__w7d,송신 계좌의 과거 7d 출금 수신 계좌 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp",sender_account_id별 현재 거래 시점 이전 7d 동안 receiver_account_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__tx_count__degree__w7d,송신 계좌의 과거 7d 출금 거래 건수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 7d 동안 amount의 count 집계; closed=left로 현재/동일시각 거래 제외,numeric,회,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,count/degree 중복성 점검 필요,사용,ML-03 full46; duplicate_check_required,ML
ml-03,fanout__sender__out__counterparty_amount__effective_n__w7d,송신 계좌의 과거 7d 출금 금액 기준 유효 수신 계좌 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 7d 동안 receiver_account_id별 amount 합산액 기준 effective_n=(total_amount^2 / sum(counterparty_amount^2)) 계산; closed=left로 현재/동일시각 거래 제외,numeric,유효 개수,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,fanout__sender__out__counterparty_amount__top1_share__w7d,송신 계좌의 과거 7d 출금 금액 중 최대 수신 계좌 비중,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_account_id, timestamp, amount",sender_account_id별 현재 거래 시점 이전 7d 동안 receiver_account_id별 amount 합산액의 최대 counterparty 금액 / 전체 금액 비율 계산; closed=left로 현재/동일시각 거래 제외,numeric,비율,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,"값 범위 [0, 1] 확인",사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,bankfan__sender__out__to_bank__nunique__w1d,송신 계좌의 과거 1d 출금 수취 은행 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_bank_id, timestamp",sender_account_id별 현재 거래 시점 이전 1d 동안 receiver_bank_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,bankfan__sender__out__to_bank__nunique__w3d,송신 계좌의 과거 3d 출금 수취 은행 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_bank_id, timestamp",sender_account_id별 현재 거래 시점 이전 3d 동안 receiver_bank_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,bankfan__sender__out__to_bank__nunique__w7d,송신 계좌의 과거 7d 출금 수취 은행 고유 수,True,"ml_02__r01_Xy_all.parquet: sender_account_id, receiver_bank_id, timestamp",sender_account_id별 현재 거래 시점 이전 7d 동안 receiver_bank_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
